id,statement,label,label_name
RD-00120,深度睡眠占整个睡眠时间的20%左右不是谣言,0,非谣言
RD-00121,常剃毛会让毛变粗是谣言,1,谣言
RD-00122,心脏病人应在医生指导下进行康复运动不是谣言,0,非谣言
RD-00123,一次感染不代表终身免疫不是谣言,0,非谣言
RD-00124,经络通了就百病不生是谣言,1,谣言
RD-00125,过午不食最能控制体重是谣言,1,谣言
RD-00126,儿童视力问题需早发现早干预不是谣言,0,非谣言
RD-00127,不吃零食就是科学减肥是谣言,1,谣言
RD-00128,大蒜生吃才杀菌是谣言,1,谣言
RD-00129,每天喝五谷杂粮粉可强身健体是谣言,1,谣言
RD-00130,力量训练不会让肌肉变“硬块”不是谣言,0,非谣言
RD-00131,得了心理病就是疯了是谣言,1,谣言
RD-00132,新冠后遗症都是心理作用是谣言,1,谣言
RD-00133,接种疫苗后容易感染其他疾病是谣言,1,谣言
RD-00134,心理疾病治不好是谣言,1,谣言
RD-00135,疫苗里的微芯片会追踪人是谣言,1,谣言
RD-00136,不打疫苗孩子更聪明是谣言,1,谣言
RD-00137,零食应合理选择非完全禁止不是谣言,0,非谣言
RD-00138,规律的生物钟有助荷尔蒙稳定不是谣言,0,非谣言
RD-00139,长期佩戴隐形眼镜需注意卫生和角膜健康不是谣言,0,非谣言
RD-00140,"并非运动达到一定心率才可以开始燃脂脂肪的消耗受到多种因素的影响,包括运动的类型、强度和持续时间,以及个人的体能状况和运动经验。运动的每一秒都在燃烧脂肪,只是消耗不同类型供能物质(糖、脂肪、蛋白质)的比例不同。不是谣言",0,非谣言
RD-00141,心理疾病可能影响决策但可通过支持缓解不是谣言,0,非谣言
RD-00142,睡前焦虑、思虑过多常为入睡困难原因不是谣言,0,非谣言
RD-00143,艾叶泡脚治妇科病是谣言,1,谣言
RD-00144,果汁比水果更健康是谣言,1,谣言
RD-00145,戴镜早可避免视觉发育不良不是谣言,0,非谣言
RD-00146,艾滋病是同性恋专属病是谣言,1,谣言
RD-00147,焦虑的人只是在找借口是谣言,1,谣言
RD-00148,疫苗让血液变稠是谣言,1,谣言
RD-00149,健身房与居家训练各有优势关键在方式不是谣言,0,非谣言
RD-00150,失眠是心理疾病的前兆是谣言,1,谣言
RD-00151,过敏状态可能会随着年龄的变化而变化不是谣言,0,非谣言
RD-00152,间歇性禁食并不适用于所有人需个体化选择不是谣言,0,非谣言
RD-00153,米油不适合给宝宝当辅食。吃辣椒不刺激长痘。不是谣言,0,非谣言
RD-00154,性生活越频繁男性越虚弱是谣言,1,谣言
RD-00155,开空调会得面瘫是谣言,1,谣言
RD-00156,癌症患者也可接种部分疫苗如流感疫苗不是谣言,0,非谣言
RD-00157,疫苗接种前如患感冒建议延后接种不是谣言,0,非谣言
RD-00158,睡眠环境中蓝光来源需控制不是谣言,0,非谣言
RD-00159,处女膜结构因人而异不能判断性经验不是谣言,0,非谣言
RD-00160,健康人群不建议盲目服用减肥药不是谣言,0,非谣言
RD-00161,配镜合理不会加重近视发展不是谣言,0,非谣言
RD-00162,青少年近视是假性过一阵就好了是谣言,1,谣言
RD-00163,少量多餐对部分人控制血糖更有利不是谣言,0,非谣言
RD-00164,熬夜刷剧不影响身体是谣言,1,谣言
RD-00165,蓝光镜可减少部分蓝光刺激但非万能防护不是谣言,0,非谣言
RD-00166,吃南瓜不能降血糖不是谣言,0,非谣言
RD-00167,饭后百步走活到九十九是谣言,1,谣言
RD-00168,BMI不是评估肥胖的唯一标准应结合体脂率不是谣言,0,非谣言
RD-00169,睡前跳绳可以加速瘦腿是谣言,1,谣言
RD-00170,用眼药水能预防近视是谣言,1,谣言
RD-00171,腰疼就要贴膏药是谣言,1,谣言
RD-00172,癌症患者应根据医生建议科学饮食不是谣言,0,非谣言
RD-00173,长寿秘诀就是“肾好命就好”是谣言,1,谣言
RD-00174,眼部按摩有助放松但不能逆转近视不是谣言,0,非谣言
RD-00175,需控制血脂、血压水平的人群：推荐饭前吃水果，可帮助维持身体代谢的稳定。不是谣言,0,非谣言
RD-00176,吃猪蹄补胶原蛋白是谣言,1,谣言
RD-00177,不吃早餐会变笨是谣言,1,谣言
RD-00178,饮酒不等于增强性能力不是谣言,0,非谣言
RD-00179,看电视远点就不会近视是谣言,1,谣言
RD-00180,大蒜虽含活性物质但不能治癌不是谣言,0,非谣言
RD-00181,肿瘤治疗后生活质量管理同样重要不是谣言,0,非谣言
RD-00182,食物不能用微波炉加热会致癌是谣言,1,谣言
RD-00183,心肌梗死可无典型症状早识别可救命不是谣言,0,非谣言
RD-00184,避孕套会破坏阴道菌群是谣言,1,谣言
RD-00185,持续缺觉会导致胰岛素抵抗易胖体质不是谣言,0,非谣言
RD-00186,橄榄油涂脸能抗衰老是谣言,1,谣言
RD-00187,感冒了不能洗头是谣言,1,谣言
RD-00188,不吃油就不会胖是谣言,1,谣言
RD-00189,合理饮食应有节制不追求极端不是谣言,0,非谣言
RD-00190,心理疾病与智力水平无直接关联不是谣言,0,非谣言
RD-00191,癌症病人忌一切甜食是谣言,1,谣言
RD-00192,合理使用电子产品结合休息可减少视力损伤不是谣言,0,非谣言
RD-00193,蔬菜水冲奶粉隐患很大不是谣言,0,非谣言
RD-00194,耳鸣说明要发财了是谣言,1,谣言
RD-00195,心理治疗过程需时间与耐心非立刻见效不是谣言,0,非谣言
RD-00196,拍打身体能通经络活气血是谣言,1,谣言
RD-00197,喝绿豆汤能解一切毒是谣言,1,谣言
RD-00198,跳操就能代替任何训练是谣言,1,谣言
RD-00199,多拍打腋下可以清理淋巴毒素是谣言,1,谣言
RD-00200,推腹能促进排气但不等于治病不是谣言,0,非谣言
RD-00201,营养标签能帮助判断食物成分与热量不是谣言,0,非谣言
RD-00202,蜂蜜不能用热水冲是谣言,1,谣言
RD-00203,每餐少吃一口饭就能暴瘦是谣言,1,谣言
RD-00204,腹肌生长依赖刺激、营养与休息不是谣言,0,非谣言
RD-00205,水果可以无限量吃不影响减肥是谣言,1,谣言
RD-00206,疫苗不能防传染只防重症是谣言,1,谣言
RD-00207,疫苗破坏大脑神经是谣言,1,谣言
RD-00208,杨梅里经常会出现白色的小虫子，有人担心吃了会危害健康。实际上，杨梅中的这种小虫子是果蝇的幼虫，不会危害健康，也不会在人体寄生，无毒无害。不是谣言,0,非谣言
RD-00209,充足睡眠可增强免疫力与修复能力不是谣言,0,非谣言
RD-00210,气虚等词为中医理论无法与现代病理直接对照不是谣言,0,非谣言
RD-00211,维生素C吃多了不会中毒是谣言,1,谣言
RD-00212,晚上喝牛奶会发胖是谣言,1,谣言
RD-00213,癌症能通过亲密接触传染是谣言,1,谣言
RD-00214,感冒不分寒热现代治疗主要为对症处理不是谣言,0,非谣言
RD-00215,传染病会改变一个人的性格是谣言,1,谣言
RD-00216,安眠药能长期服用没副作用是谣言,1,谣言
RD-00217,瘦身靠意志力就够了是谣言,1,谣言
RD-00218,适量脂肪是激素合成不可缺的成分不是谣言,0,非谣言
RD-00219,天天洗头容易秃头是谣言,1,谣言
RD-00220,处女膜只能破一次是谣言,1,谣言
RD-00221,只要休息好视力就能恢复是谣言,1,谣言
RD-00222,洗头不能在晚上否则伤阳是谣言,1,谣言
RD-00223,发烧一定不能洗澡是谣言,1,谣言
RD-00224,穿内衣睡觉容易得乳腺癌是谣言,1,谣言
RD-00225,癌症化疗都是毁人身体的是谣言,1,谣言
RD-00226,隔夜茶毒性大不能喝是谣言,1,谣言
RD-00227,发烧期间不应喝水是谣言,1,谣言
RD-00228,揉后背可以治便秘是谣言,1,谣言
RD-00229,慢性病不是“湿气重”所致不是谣言,0,非谣言
RD-00230,油脂摄入需选择不饱和脂肪为主不是谣言,0,非谣言
RD-00231,节食不能更长寿。不是谣言,0,非谣言
RD-00232,精液营养丰富可以美容是谣言,1,谣言
RD-00233,心理疾病说明你性格有缺陷是谣言,1,谣言
RD-00234,练得越累效果越好是谣言,1,谣言
RD-00235,调经需明确病因中药并非万能不是谣言,0,非谣言
RD-00236,伤口不能沾水否则难愈合是谣言,1,谣言
RD-00237,红枣阿胶等补品并非人人适合不是谣言,0,非谣言
RD-00238,体重维持需要长期健康的生活方式不是谣言,0,非谣言
RD-00239,艾滋病通过体液传播而非接吻不是谣言,0,非谣言
RD-00240,起夜次数增加可能与年龄、饮水有关不是谣言,0,非谣言
RD-00241,新冠疫苗能彻底阻断病毒传播是谣言,1,谣言
RD-00242,有心理问题不能要孩子是谣言,1,谣言
RD-00243,喝蜂蜜水不解酒。不是谣言,0,非谣言
RD-00244,摄入足量蛋白有助维持肌肉健康不是谣言,0,非谣言
RD-00245,接触疫区人员需结合检测进行评估不是谣言,0,非谣言
RD-00246,合理跑步方式并不会伤膝盖不是谣言,0,非谣言
RD-00247,脱脂牛奶、低脂牛奶、全脂牛奶的主要区别是能量和脂肪含量的不同，蛋白质的含量和碳水化合物的含量是差不多的不是谣言,0,非谣言
RD-00248,精液营养价值不足以外用美容不是谣言,0,非谣言
RD-00249,心理治疗重在“共情”与“合作”而非控制不是谣言,0,非谣言
RD-00250,疫苗让身体变得更弱是谣言,1,谣言
RD-00251,彩妆与卸妆不当可能诱发眼部疾病不是谣言,0,非谣言
RD-00252,心理疾病是现代社会的“潮病”是谣言,1,谣言
RD-00253,每个人每天都长癌细胞只是没爆发是谣言,1,谣言
RD-00254,蜂蜜不能防治便秘对血糖波动敏感者不推荐不是谣言,0,非谣言
RD-00255,灌洗无法阻止怀孕还可能导致感染不是谣言,0,非谣言
RD-00256,熬夜睡前敷面膜能防止皮肤老化是谣言,1,谣言
RD-00257,心理咨询费用视地区和专业程度而定不是谣言,0,非谣言
RD-00258,疫苗是政府控制人口的工具是谣言,1,谣言
RD-00259,心理咨询适合所有心理困扰者并不限严重者不是谣言,0,非谣言
RD-00260,睡前刷手机不伤眼是谣言,1,谣言
RD-00261,阴天时运动不用防晒是谣言,1,谣言
RD-00262,电子产品护眼模式可缓解但不替代休息不是谣言,0,非谣言
RD-00263,基础代谢率因年龄性别和肌肉量而异不是谣言,0,非谣言
RD-00264,肚脐贴花椒能治腹泻是谣言,1,谣言
RD-00265,大声咳嗽，心肌梗塞10秒就能救回是谣言,1,谣言
RD-00266,疫苗研究需多年且投入巨大以确保安全不是谣言,0,非谣言
RD-00267,喝中药不能同时吃西药是谣言,1,谣言
RD-00268,吃饭后吃一些特定食物能抵消热量吸走脂肪。是谣言,1,谣言
RD-00269,闭眼休息能缓解疲劳但需结合正确方法不是谣言,0,非谣言
RD-00270,避孕措施不能防性病需安全套联合使用不是谣言,0,非谣言
RD-00271,刷夜打游戏不影响视力是谣言,1,谣言
RD-00272,运动应配镜保障安全与视野不是谣言,0,非谣言
RD-00273,疫苗有大量致敏成分是谣言,1,谣言
RD-00274,举铁会让人变笨是谣言,1,谣言
RD-00275,轻松运动也可促进健康不是谣言,0,非谣言
RD-00276,烧水壶中有水垢，喝完水易得肾结石是谣言,1,谣言
RD-00277,膝盖响就是骨头磨损是谣言,1,谣言
RD-00278,饮食与生活方式可改善精子质量不是谣言,0,非谣言
RD-00279,夏天不能喝冰水是谣言,1,谣言
RD-00280,蓝莓表面的白霜并不是农药残留，而是一种天然的保护层，称为果粉。不是谣言,0,非谣言
RD-00281,房事后不洗澡就容易怀孕是谣言,1,谣言
RD-00282,肿瘤“饿死疗法”缺乏有效证据不推荐不是谣言,0,非谣言
RD-00283,疫苗接种者容易过敏是谣言,1,谣言
RD-00284,只练核心就能提升全身力量是谣言,1,谣言
RD-00285,萝卜和人参不能同吃是谣言,1,谣言
RD-00286,"到了一定年龄均会出现老花眼。其中,近视者可能表现为看近需摘眼镜或更换低度数镜片,远视者则更早出现明显视近困难。不是谣言",0,非谣言
RD-00287,睡觉前三四个小时内不宜剧烈运动不是谣言,0,非谣言
RD-00288,眼睛干是因为水喝太少是谣言,1,谣言
RD-00289,每天跑步对膝盖伤害大是谣言,1,谣言
RD-00290,婴儿摇头是耳朵发炎是谣言,1,谣言
RD-00291,有氧与无氧常有交集可整合设计不是谣言,0,非谣言
RD-00292,睡眠习惯可训练但需过程与耐心不是谣言,0,非谣言
RD-00293,吃海鲜不能配啤酒是谣言,1,谣言
RD-00294,泡脚时水里加艾叶等于全身调理是谣言,1,谣言
RD-00295,国家免疫规划为儿童免费提供基础疫苗服务不是谣言,0,非谣言
RD-00296,夜晚灯光昏暗保护视力是谣言,1,谣言
RD-00297,近距离阅读是近视的重要诱因不是谣言,0,非谣言
RD-00298,不喝酒就不会得肝癌是谣言,1,谣言
RD-00299,节食减重通常优先减少肌肉和水分不是谣言,0,非谣言
RD-00300,不吃油就一定更健康是谣言,1,谣言
RD-00301,“湿气重”并非现代医学术语不是谣言,0,非谣言
RD-00302,小腿抽筋是中风前兆是谣言,1,谣言
RD-00303,用保鲜膜裹腹部睡觉能减肚子是谣言,1,谣言
RD-00304,糖尿病并非只因吃糖与胰岛素抵抗关系更大不是谣言,0,非谣言
RD-00305,果核煮水根治糖尿病是谣言,1,谣言
RD-00306,男孩晚上磨牙是肾虚是谣言,1,谣言
RD-00307,精神分裂症的人都有暴力倾向是谣言,1,谣言
RD-00308,疫苗中辅料是保证药效和保存所需成分不是谣言,0,非谣言
RD-00309,出汗越多身体越好是谣言,1,谣言
RD-00310,想要咳嗽或者打喷嚏，却捂住口鼻强忍住，会使得呼吸道的气流得不到缓解，而遭到阻碍的气流突然改变方向可能会伤害到耳道鼓膜、呼吸道、咽喉，严重时甚至可能导致鼓膜穿孔、听力丧失、头部血管损伤等严重后果不是谣言,0,非谣言
RD-00311,感冒不能洗澡是谣言,1,谣言
RD-00312,拔罐能把体内湿气和毒素拔出来是谣言,1,谣言
RD-00313,中医“寒热”理论不等于病毒细菌划分不是谣言,0,非谣言
RD-00314,速度和耐力需渐进训练并非越快越好不是谣言,0,非谣言
RD-00315,西红柿和虾不能一块吃，会食物中毒是谣言,1,谣言
RD-00316,每天拍手养生是谣言,1,谣言
RD-00317,“肝郁气滞”类说法常用于解释情绪困扰不是谣言,0,非谣言
RD-00318,“0蔗糖”就是无糖是谣言,1,谣言
RD-00319,吃降压药会依赖是谣言,1,谣言
RD-00320,艾滋病会通过蚊虫叮咬传播是谣言,1,谣言
RD-00321,只要每天少吃一口饭就能瘦是谣言,1,谣言
RD-00322,性行为定义因文化法律不同不局限方式不是谣言,0,非谣言
RD-00323,HPV疫苗建议在性生活开始前接种效果更好不是谣言,0,非谣言
RD-00324,艾灸宜点到为止不可天天施灸不是谣言,0,非谣言
RD-00325,常吃红枣能补气养血治疗贫血是谣言,1,谣言
RD-00326,泡脚有助于放松但不能治病不是谣言,0,非谣言
RD-00327,饭后散步需适度不宜立即剧烈运动不是谣言,0,非谣言
RD-00328,长期憋尿会导致肾衰竭是谣言,1,谣言
RD-00329,吃紧急避孕药等于堕胎是谣言,1,谣言
RD-00330,小便黄是肝火旺是谣言,1,谣言
RD-00331,适当运动有助改善心理状态但非唯一手段不是谣言,0,非谣言
RD-00332,抗病毒药物需在医生指导下使用不是谣言,0,非谣言
RD-00333,出汗多反映体温调节而非脂肪燃烧不是谣言,0,非谣言
RD-00334,只要消毒手就不会感染是谣言,1,谣言
RD-00335,体外排精是安全避孕方式是谣言,1,谣言
RD-00336,风油精能防新冠病毒是谣言,1,谣言
RD-00337,跑步机与户外跑各有优劣不是谣言,0,非谣言
RD-00338,鸡蛋的营养和蛋壳颜色无关。。不是谣言,0,非谣言
RD-00339,摄入足够膳食纤维有助于控制食欲和肠道健康不是谣言,0,非谣言
RD-00340,肾虚非西医诊断用语可能涵盖多种病因不是谣言,0,非谣言
RD-00341,卵巢早衰会导致断崖式衰老是谣言,1,谣言
RD-00342,中风前会全身发冷是谣言,1,谣言
RD-00343,高血脂患者不能吃肉是谣言,1,谣言
RD-00344,近视一旦发生无法控制加深是谣言,1,谣言
RD-00345,晨起称重更准确应排空后测量不是谣言,0,非谣言
RD-00346,泡脚并不适合所有人，如儿童、脚部不适者、下肢静脉曲张患者、下肢动脉硬化或闭塞患者以及糖尿病足患者不是谣言,0,非谣言
RD-00347,滴眼液可防辐射是谣言,1,谣言
RD-00348,豆浆不能和鸡蛋同食是谣言,1,谣言
RD-00349,治疗癌症需结合病理分期和个体差异不是谣言,0,非谣言
RD-00350,健康饮食可增强免疫但不能防所有疾病不是谣言,0,非谣言
RD-00351,头朝西睡觉对心脏不好是谣言,1,谣言
RD-00352,运动前不能喝水是谣言,1,谣言
RD-00353,身体在剧烈节食下会激活储存机制不是谣言,0,非谣言
RD-00354,跑得越快越能提高耐力是谣言,1,谣言
RD-00355,贴足贴能排毒养颜是谣言,1,谣言
RD-00356,每次运动都要一个小时以上才有效果是谣言,1,谣言
RD-00357,中成药含药物成分需严格服用不可随意加量不是谣言,0,非谣言
RD-00358,吃某种食物，吃的越多瘦的越快。是谣言,1,谣言
RD-00359,一热一冷锻炼法能增强体质是谣言,1,谣言
RD-00360,中药材越贵越补是谣言,1,谣言
RD-00361,窗边光线好但也需控制距离与时长不是谣言,0,非谣言
RD-00362,多喝汤补水效果好于白开水是谣言,1,谣言
RD-00363,不动比睡觉更能恢复体力是谣言,1,谣言
RD-00364,不打疫苗也不会感染是谣言,1,谣言
RD-00365,接种疫苗等于被注射病毒是谣言,1,谣言
RD-00366,清淡饮食核心是避免油腻高糖高盐刺激性食物并不排斥适量的动物蛋白不是谣言,0,非谣言
RD-00367,病毒会潜伏在衣服上很久是谣言,1,谣言
RD-00368,情绪病都需要吃镇定剂是谣言,1,谣言
RD-00369,运动后不应完全空腹避免代谢紊乱不是谣言,0,非谣言
RD-00370,轻度睡眠障碍可通过改善生活方式逆转不是谣言,0,非谣言
RD-00371,白天越累晚上睡得越好是谣言,1,谣言
RD-00372,体质调理需个性化不可千人一方不是谣言,0,非谣言
RD-00373,喝醋熏屋子可以消毒是谣言,1,谣言
RD-00374,吸烟可以预防新冠病毒是谣言,1,谣言
RD-00375,疫苗引发心肌炎是常见副作用是谣言,1,谣言
RD-00376,戴眼镜的人眼球会变形是谣言,1,谣言
RD-00377,白内障通过手术可恢复视力非失明标志不是谣言,0,非谣言
RD-00378,控制近视加深需多方面干预如户外、配镜等不是谣言,0,非谣言
RD-00379,阴天也需要做好防晒不是谣言,0,非谣言
RD-00380,运动前进食能提供能量提高表现不是谣言,0,非谣言
RD-00381,性冷淡可通过心理咨询或内分泌调节改善不是谣言,0,非谣言
RD-00382,心理健康需要社会政策支持与环境改善不是谣言,0,非谣言
RD-00383,强光环境下看屏幕伤害较大不是谣言,0,非谣言
RD-00384,止咳药治所有咳嗽是谣言,1,谣言
RD-00385,心理疾病会永久改变一个人的大脑是谣言,1,谣言
RD-00386,糖尿病人完全不能吃水果是谣言,1,谣言
RD-00387,中药无副作用是谣言,1,谣言
RD-00388,减肥并不等于追求体重下降更应关注体脂率不是谣言,0,非谣言
RD-00389,生病期间应暂停或调整训练不是谣言,0,非谣言
RD-00390,胆固醇升高不等于疾病需综合评估血脂不是谣言,0,非谣言
RD-00391,心理问题可以暂时性出现不代表“有病”不是谣言,0,非谣言
RD-00392,疫苗接种并不会影响未来的生育能力不是谣言,0,非谣言
RD-00393,癌症能通过飞沫传播是谣言,1,谣言
RD-00394,补铁就必须吃猪肝是谣言,1,谣言
RD-00395,肚子大说明体内湿气重是谣言,1,谣言
RD-00396,生姜红糖适合寒性痛经对气滞热性无益不是谣言,0,非谣言
RD-00397,艾滋病不通过空气或日常接触传播不是谣言,0,非谣言
RD-00398,性病传播需体液交换共用马桶风险极低不是谣言,0,非谣言
RD-00399,心理问题不是“想太多”而是功能受限不是谣言,0,非谣言
